Trade ID,Order ID,Client ID,ISIN,Symbol,Trade Type,Quantity,Price,Trade Value,Currency,Trade Date,Settlement Date,Settlement Status,Counterparty,Trading Venue,Trader Name,KYC Status,Reference Data Validated,Commission,Taxes,Total Cost,Confirmation Status,Country of Trade,Ops Team Notes,Pricing Source,Market Impact Cost,FX Rate Applied,Net Amount,Collateral Required,Margin Type,Margin Status
TID00094,OID00094,CID9337,US202009479,AMZN,Sell,310,249.95,77484.5,USD,3/14/2024,3/16/2024,Confirmed,Goldman Sachs,NYSE,Trader D,Completed,No,77.48,154.97,77716.95,Confirmed,UK,Reviewed,Reuters,1.88,0.9515,78310.42,3874.23,Initial,Failed
TID00095,OID00095,CID1583,US690396527,BABA,Sell,836,814.11,680595.96,EUR,4/12/2024,4/14/2024,Settled,Citibank,IEX,Trader A,Completed,No,680.6,1361.19,682637.75,Pending,DE,Reviewed,Bloomberg,0.56,0.8151,685940.21,34029.8,Variation,Failed
TID00096,OID00096,CID3007,US594201452,ADBE,Buy,159,816.02,129747.18,USD,4/23/2024,4/25/2024,Failed,Goldman Sachs,BATS,Trader C,Pending,No,129.75,259.49,130136.42,Confirmed,UK,Reviewed,ICE,2.44,0.8127,129140.77,6487.36,Initial,Failed
TID00097,OID00097,CID6559,US629710937,NFLX,Sell,711,202.67,144098.37,USD,1/4/2024,1/6/2024,Settled,Morgan Stanley,BATS,Trader A,Failed,Yes,144.1,288.2,144530.67,Settled,DE,Clean,Bloomberg,1,0.8038,145597.44,7204.92,Initial,Failed
TID00098,OID00098,CID9878,US497135463,AAPL,Sell,597,1130.86,675123.42,EUR,3/12/2024,3/14/2024,Settled,JPMorgan,NYSE,Trader B,Pending,Yes,675.12,1350.25,677148.79,Settled,UK,Escalated,Bloomberg,1.26,1.0663,688557.06,33756.17,Initial,Pending
TID00099,OID00099,CID4865,US449602380,ADBE,Sell,532,146.46,77916.72,EUR,2/18/2024,2/20/2024,Pending,Citibank,NYSE,Trader A,Completed,Yes,77.92,155.83,78150.47,Failed,DE,Escalated,ICE,3.51,1.0853,79379.38,3895.84,Initial,Satisfied
TID00100,OID00100,CID2481,US620657212,NVDA,Sell,377,244.94,92342.38,USD,2/24/2024,2/26/2024,Confirmed,Morgan Stanley,NASDAQ,Trader C,Pending,No,92.34,184.68,92619.41,Failed,DE,Escalated,Bloomberg,0.5,1.163,93940.17,4617.12,Variation,Failed
TID00101,OID00101,CID4116,US370901992,AMZN,Sell,991,462.73,458565.43,USD,4/13/2024,4/15/2024,Confirmed,JPMorgan,BATS,Trader A,Pending,No,458.57,917.13,459941.13,Pending,UK,Escalated,ICE,3.14,1.1439,467734.13,22928.27,Initial,Pending
TID00102,OID00102,CID1055,US938802605,ADBE,Buy,496,1227,608592,GBP,4/12/2024,4/14/2024,Pending,Morgan Stanley,IEX,Trader D,Completed,No,608.59,1217.18,610417.78,Settled,US,Manual Check,Bloomberg,2.42,1.0555,597990.04,30429.6,Initial,Failed
TID00103,OID00103,CID9715,US986172895,BABA,Buy,476,1339.49,637597.24,EUR,1/30/2024,2/1/2024,Confirmed,Morgan Stanley,BATS,Trader A,Pending,Yes,637.6,1275.19,639510.03,Settled,DE,Clean,ICE,1.63,1.1734,640862.94,31879.86,Variation,Failed
TID00104,OID00104,CID9246,US817729491,NVDA,Sell,179,772.25,138232.75,EUR,3/2/2024,3/4/2024,Settled,Morgan Stanley,BATS,Trader B,Completed,Yes,138.23,276.47,138647.45,Pending,US,Clean,Reuters,0.24,0.9673,136620.31,6911.64,Initial,Failed
TID00105,OID00105,CID6045,US128924867,GOOGL,Sell,234,801.36,187518.24,USD,1/26/2024,1/28/2024,Pending,Morgan Stanley,IEX,Trader A,Pending,No,187.52,375.04,188080.79,Failed,US,Escalated,ICE,4.99,1.0217,187140.65,9375.91,Initial,Pending
TID00106,OID00106,CID8160,US908300146,GOOGL,Buy,386,489.48,188939.28,USD,3/1/2024,3/3/2024,Pending,JPMorgan,NYSE,Trader B,Pending,No,188.94,377.88,189506.1,Pending,US,Clean,Bloomberg,0.16,0.9474,188356.87,9446.96,Variation,Satisfied
TID00107,OID00107,CID2723,US423350887,TSLA,Sell,164,200.96,32957.44,EUR,3/24/2024,3/26/2024,Settled,Morgan Stanley,NYSE,Trader A,Failed,Yes,32.96,65.91,33056.31,Settled,DE,Escalated,Reuters,0.14,0.8704,32342.27,1647.87,Initial,Pending
TID00108,OID00108,CID2116,US321741526,NVDA,Buy,241,1343.78,323850.98,EUR,2/12/2024,2/14/2024,Pending,JPMorgan,NYSE,Trader B,Failed,Yes,323.85,647.7,324822.53,Settled,DE,Manual Check,Reuters,1.28,0.9357,325014.37,16192.55,Variation,Pending
TID00109,OID00109,CID6269,US644852751,GOOGL,Sell,926,502.87,465657.62,GBP,1/27/2024,1/29/2024,Failed,Morgan Stanley,IEX,Trader D,Pending,Yes,465.66,931.32,467054.59,Confirmed,DE,Escalated,Reuters,2.46,1.1508,462487.76,23282.88,Initial,Failed
TID00110,OID00110,CID9666,US114280271,MSFT,Buy,508,724.18,367883.44,GBP,2/5/2024,2/7/2024,Pending,JPMorgan,BATS,Trader A,Completed,No,367.88,735.77,368987.09,Settled,UK,Escalated,Reuters,2.33,1.0377,366890.86,18394.17,Variation,Satisfied
TID00111,OID00111,CID7178,US371218485,ADBE,Sell,939,269.84,253379.76,EUR,1/29/2024,1/31/2024,Failed,Citibank,NYSE,Trader B,Failed,Yes,253.38,506.76,254139.9,Failed,US,Manual Check,Bloomberg,3.79,0.8124,256525.18,12668.99,Initial,Pending
TID00112,OID00112,CID5064,US985144661,BABA,Buy,368,1084.32,399029.76,GBP,3/17/2024,3/19/2024,Pending,Goldman Sachs,IEX,Trader C,Completed,Yes,399.03,798.06,400226.85,Confirmed,DE,Clean,Reuters,3.33,1.0974,402982.63,19951.49,Initial,Satisfied
TID00113,OID00113,CID1186,US165773891,TSLA,Sell,484,1048.38,507415.92,USD,1/28/2024,1/30/2024,Settled,Citibank,NYSE,Trader B,Completed,Yes,507.42,1014.83,508938.17,Failed,UK,Escalated,Reuters,0.92,1.0228,512595.09,25370.8,Variation,Failed
TID00114,OID00114,CID8497,US326433101,AAPL,Buy,901,136.13,122653.13,GBP,3/27/2024,3/29/2024,Pending,Citibank,NYSE,Trader D,Completed,Yes,122.65,245.31,123021.09,Pending,US,Escalated,Reuters,4.7,0.8808,121677.16,6132.66,Initial,Pending
TID00115,OID00115,CID8163,US857067533,BABA,Buy,537,1245.22,668683.14,USD,1/3/2024,1/5/2024,Confirmed,Goldman Sachs,NYSE,Trader B,Failed,No,668.68,1337.37,670689.19,Pending,UK,Escalated,Reuters,4.33,0.949,659281.7,33434.16,Variation,Pending
TID00116,OID00116,CID6707,US598667764,NVDA,Buy,86,1308.42,112524.12,EUR,4/19/2024,4/21/2024,Confirmed,JPMorgan,IEX,Trader A,Pending,No,112.52,225.05,112861.69,Confirmed,US,Manual Check,ICE,0.3,0.874,114562.73,5626.21,Initial,Failed
TID00117,OID00117,CID5457,US316288678,GOOGL,Sell,55,1406.57,77361.35,USD,2/23/2024,2/25/2024,Failed,JPMorgan,NYSE,Trader A,Pending,Yes,77.36,154.72,77593.43,Pending,DE,Clean,ICE,4.72,0.9578,78257.18,3868.07,Initial,Satisfied
TID00118,OID00118,CID3605,US517118141,AAPL,Buy,934,1395.7,1303583.8,EUR,3/8/2024,3/10/2024,Failed,Goldman Sachs,BATS,Trader D,Completed,No,1303.58,2607.17,1307494.55,Pending,UK,Manual Check,ICE,1.88,0.824,1302313.44,65179.19,Initial,Pending
TID00119,OID00119,CID9648,US913848569,ADBE,Buy,123,1388.72,170812.56,USD,2/3/2024,2/5/2024,Settled,Goldman Sachs,NYSE,Trader D,Failed,Yes,170.81,341.63,171325,Confirmed,US,Reviewed,ICE,2.96,1.1288,170438.67,8540.63,Initial,Failed
TID00120,OID00120,CID8424,US331487828,META,Sell,271,116.36,31533.56,EUR,2/22/2024,2/24/2024,Failed,Morgan Stanley,NYSE,Trader A,Failed,No,31.53,63.07,31628.16,Pending,UK,Clean,Reuters,4.67,1.0723,31727.22,1576.68,Initial,Satisfied
TID00121,OID00121,CID2797,US946031380,GOOGL,Sell,438,237.2,103893.6,USD,1/24/2024,1/26/2024,Failed,Morgan Stanley,NASDAQ,Trader C,Failed,Yes,103.89,207.79,104205.28,Pending,US,Escalated,Reuters,3.2,1.1693,103047.57,5194.68,Variation,Satisfied
TID00122,OID00122,CID5057,US755688998,MSFT,Buy,814,1196.08,973609.12,GBP,2/26/2024,2/28/2024,Confirmed,Goldman Sachs,IEX,Trader B,Pending,Yes,973.61,1947.22,976529.95,Settled,UK,Clean,Reuters,0.49,1.0273,979293.84,48680.46,Variation,Satisfied
TID00123,OID00123,CID9624,US654890535,AAPL,Sell,414,921.11,381339.54,GBP,1/3/2024,1/5/2024,Confirmed,JPMorgan,NASDAQ,Trader C,Completed,No,381.34,762.68,382483.56,Pending,US,Manual Check,ICE,2.57,0.9475,380297.76,19066.98,Initial,Satisfied
TID00124,OID00124,CID4378,US484725127,AAPL,Sell,345,1364.9,470890.5,GBP,2/9/2024,2/11/2024,Pending,Citibank,NASDAQ,Trader C,Pending,No,470.89,941.78,472303.17,Confirmed,UK,Clean,Bloomberg,1,1.0197,470765.73,23544.53,Initial,Pending
TID00125,OID00125,CID7338,US838165259,BABA,Sell,282,233.97,65979.54,USD,3/25/2024,3/27/2024,Failed,Citibank,NASDAQ,Trader C,Pending,No,65.98,131.96,66177.48,Settled,UK,Escalated,Reuters,3.76,1.1197,67173.57,3298.98,Initial,Failed
TID00126,OID00126,CID4416,US672382904,NVDA,Sell,67,913.92,61232.64,EUR,3/9/2024,3/11/2024,Confirmed,Goldman Sachs,NYSE,Trader D,Pending,No,61.23,122.47,61416.34,Settled,US,Manual Check,ICE,0.43,1.0065,61764.58,3061.63,Variation,Failed
TID00127,OID00127,CID5624,US568231562,TSLA,Buy,908,644.04,584788.32,USD,1/27/2024,1/29/2024,Pending,Morgan Stanley,NYSE,Trader B,Failed,No,584.79,1169.58,586542.68,Settled,UK,Clean,Reuters,2.52,0.9613,584074.21,29239.42,Variation,Satisfied
TID00128,OID00128,CID8346,US954087449,NVDA,Buy,985,103.03,101484.55,EUR,2/7/2024,2/9/2024,Pending,Morgan Stanley,IEX,Trader B,Failed,Yes,101.48,202.97,101789,Confirmed,UK,Manual Check,ICE,1.92,0.9534,101678,5074.23,Variation,Satisfied
TID00129,OID00129,CID1558,US209334640,AMZN,Buy,295,565.26,166751.7,EUR,4/13/2024,4/15/2024,Settled,Morgan Stanley,BATS,Trader C,Completed,Yes,166.75,333.5,167251.96,Failed,US,Reviewed,Reuters,0.62,0.9801,169622.68,8337.59,Initial,Satisfied
TID00130,OID00130,CID5934,US907221758,MSFT,Buy,177,501.57,88777.89,GBP,2/9/2024,2/11/2024,Failed,Morgan Stanley,NYSE,Trader B,Failed,No,88.78,177.56,89044.22,Settled,DE,Escalated,Bloomberg,0.41,1.0602,88503.54,4438.89,Variation,Satisfied
TID00131,OID00131,CID5730,US165267967,ADBE,Sell,825,446.54,368395.5,GBP,4/7/2024,4/9/2024,Confirmed,Citibank,NYSE,Trader A,Completed,Yes,368.4,736.79,369500.69,Pending,US,Clean,Bloomberg,4.04,0.9484,373447.95,18419.78,Variation,Pending
TID00132,OID00132,CID1734,US724779138,NFLX,Buy,913,1260.69,1151009.97,EUR,4/14/2024,4/16/2024,Failed,Citibank,IEX,Trader B,Failed,No,1151.01,2302.02,1154463,Failed,UK,Reviewed,Reuters,3.47,0.8433,1163261.41,57550.5,Initial,Pending
TID00133,OID00133,CID2349,US290976322,AAPL,Buy,252,1056.05,266124.6,EUR,1/18/2024,1/20/2024,Failed,Goldman Sachs,NASDAQ,Trader D,Pending,Yes,266.12,532.25,266922.97,Confirmed,UK,Clean,ICE,2.05,0.8139,267425.15,13306.23,Variation,Pending
TID00134,OID00134,CID7901,US179229680,TSLA,Sell,759,1290.86,979762.74,EUR,4/11/2024,4/13/2024,Pending,Morgan Stanley,NASDAQ,Trader C,Completed,No,979.76,1959.53,982702.03,Confirmed,US,Manual Check,ICE,1.46,1.0248,975005.67,48988.14,Initial,Pending
TID00135,OID00135,CID7694,US359561529,NVDA,Buy,215,282.48,60733.2,GBP,2/8/2024,2/10/2024,Pending,Morgan Stanley,BATS,Trader C,Failed,Yes,60.73,121.47,60915.4,Confirmed,DE,Reviewed,ICE,2.99,1.1548,60576.84,3036.66,Initial,Pending
TID00136,OID00136,CID5490,US758662104,NVDA,Sell,757,966.07,731314.99,EUR,3/30/2024,4/1/2024,Confirmed,Citibank,NYSE,Trader A,Failed,No,731.31,1462.63,733508.93,Confirmed,DE,Escalated,Bloomberg,2.93,0.969,730027.68,36565.75,Variation,Failed
TID00137,OID00137,CID6327,US865257652,META,Sell,278,306.43,85187.54,EUR,4/5/2024,4/7/2024,Settled,Morgan Stanley,BATS,Trader C,Completed,Yes,85.19,170.38,85443.1,Failed,US,Clean,Reuters,1.73,0.8568,86446.38,4259.38,Initial,Satisfied
TID00138,OID00138,CID5055,US346088215,NVDA,Buy,466,1272.83,593138.78,GBP,3/5/2024,3/7/2024,Confirmed,Morgan Stanley,BATS,Trader D,Failed,No,593.14,1186.28,594918.2,Pending,US,Clean,ICE,2.58,0.8699,596779.88,29656.94,Initial,Pending
TID00139,OID00139,CID9212,US178720192,GOOGL,Buy,94,116.84,10982.96,USD,3/1/2024,3/3/2024,Confirmed,Goldman Sachs,NASDAQ,Trader A,Pending,Yes,10.98,21.97,11015.91,Confirmed,US,Escalated,Bloomberg,1.5,0.966,10917.81,549.15,Variation,Satisfied
TID00140,OID00140,CID5716,US504363090,TSLA,Buy,375,457.03,171386.25,EUR,3/9/2024,3/11/2024,Confirmed,Citibank,BATS,Trader D,Failed,Yes,171.39,342.77,171900.41,Confirmed,DE,Manual Check,Reuters,3.36,1.0014,170374.62,8569.31,Initial,Failed
TID00141,OID00141,CID5828,US718014468,AAPL,Buy,237,1025.44,243029.28,USD,2/24/2024,2/26/2024,Confirmed,Morgan Stanley,NASDAQ,Trader B,Completed,No,243.03,486.06,243758.37,Settled,UK,Clean,ICE,4.61,0.9783,242864.22,12151.46,Initial,Failed
TID00142,OID00142,CID8308,US406775814,AAPL,Sell,514,1288.23,662150.22,USD,4/24/2024,4/26/2024,Pending,Morgan Stanley,BATS,Trader C,Completed,Yes,662.15,1324.3,664136.67,Failed,UK,Escalated,ICE,0.79,0.8544,660689.81,33107.51,Initial,Pending
TID00143,OID00143,CID6681,US272145266,MSFT,Buy,258,224.6,57946.8,USD,2/20/2024,2/22/2024,Settled,Morgan Stanley,NYSE,Trader B,Pending,No,57.95,115.89,58120.64,Pending,DE,Clean,ICE,3.43,0.8096,56842.84,2897.34,Variation,Satisfied
TID00144,OID00144,CID9711,US287699055,META,Sell,697,1227.4,855497.8,USD,4/1/2024,4/3/2024,Failed,Goldman Sachs,NYSE,Trader C,Failed,Yes,855.5,1711,858064.29,Pending,UK,Clean,Reuters,4.52,0.8886,865246.03,42774.89,Initial,Satisfied
TID00145,OID00145,CID7614,US224908943,BABA,Buy,841,1252.12,1053032.92,USD,4/27/2024,4/29/2024,Settled,Goldman Sachs,BATS,Trader D,Completed,Yes,1053.03,2106.07,1056192.02,Confirmed,UK,Manual Check,ICE,4.79,1.0441,1044526.3,52651.65,Variation,Pending
TID00146,OID00146,CID4574,US400636821,MSFT,Buy,920,647.63,595819.6,EUR,1/4/2024,1/6/2024,Confirmed,JPMorgan,BATS,Trader B,Failed,Yes,595.82,1191.64,597607.06,Failed,UK,Escalated,ICE,1.41,0.9845,604613.17,29790.98,Initial,Pending
TID00147,OID00147,CID8633,US244143429,AAPL,Sell,860,426.68,366944.8,GBP,2/23/2024,2/25/2024,Pending,Citibank,IEX,Trader D,Failed,No,366.94,733.89,368045.63,Failed,US,Escalated,Bloomberg,0.11,0.9205,363378.53,18347.24,Initial,Satisfied
TID00148,OID00148,CID6283,US525451313,BABA,Buy,541,242.87,131392.67,EUR,3/5/2024,3/7/2024,Pending,JPMorgan,BATS,Trader A,Completed,No,131.39,262.79,131786.85,Failed,US,Reviewed,Reuters,1.9,1.1554,129540.53,6569.63,Initial,Pending
TID00149,OID00149,CID9297,US221996257,NVDA,Sell,528,152.29,80409.12,USD,2/2/2024,2/4/2024,Confirmed,Morgan Stanley,IEX,Trader D,Failed,Yes,80.41,160.82,80650.35,Confirmed,US,Clean,ICE,3.12,1.1146,81691.15,4020.46,Initial,Satisfied
TID00150,OID00150,CID6377,US200366430,NFLX,Sell,35,1493.36,52267.6,EUR,4/12/2024,4/14/2024,Pending,Morgan Stanley,NASDAQ,Trader C,Completed,No,52.27,104.54,52424.4,Pending,DE,Clean,Reuters,2.24,0.9601,52775.3,2613.38,Initial,Satisfied
TID00151,OID00151,CID9819,US463476242,AAPL,Sell,263,1105.75,290812.25,GBP,3/22/2024,3/24/2024,Pending,Morgan Stanley,IEX,Trader B,Completed,Yes,290.81,581.62,291684.69,Failed,US,Manual Check,Reuters,0.96,0.832,290340.82,14540.61,Variation,Pending
TID00152,OID00152,CID5143,US816001450,AAPL,Sell,154,1457.65,224478.1,EUR,3/21/2024,3/23/2024,Failed,Goldman Sachs,IEX,Trader C,Pending,Yes,224.48,448.96,225151.53,Confirmed,US,Escalated,Bloomberg,1.22,1.1129,220798.08,11223.91,Initial,Failed
TID00153,OID00153,CID1449,US922971003,TSLA,Sell,467,702.98,328291.66,EUR,4/27/2024,4/29/2024,Confirmed,Morgan Stanley,NASDAQ,Trader C,Pending,No,328.29,656.58,329276.53,Failed,DE,Manual Check,Bloomberg,2.86,0.9074,333507.47,16414.58,Initial,Failed
TID00154,OID00154,CID4757,US258309381,ADBE,Buy,666,976.46,650322.36,GBP,1/30/2024,2/1/2024,Confirmed,Citibank,BATS,Trader D,Pending,Yes,650.32,1300.64,652273.33,Confirmed,US,Escalated,Bloomberg,4.57,1.1209,639097.96,32516.12,Variation,Pending
TID00155,OID00155,CID7593,US872772438,GOOGL,Buy,286,781.31,223454.66,USD,2/12/2024,2/14/2024,Failed,Morgan Stanley,NYSE,Trader C,Pending,No,223.45,446.91,224125.02,Confirmed,UK,Clean,Reuters,0.96,1.1155,226538.36,11172.73,Initial,Failed
TID00156,OID00156,CID9458,US380365808,BABA,Sell,416,1030.95,428875.2,GBP,4/4/2024,4/6/2024,Settled,Morgan Stanley,NYSE,Trader A,Completed,No,428.88,857.75,430161.83,Settled,UK,Manual Check,Bloomberg,3.34,0.8983,435380.61,21443.76,Initial,Satisfied
TID00157,OID00157,CID5110,US331515580,AMZN,Buy,69,934.01,64446.69,EUR,3/30/2024,4/1/2024,Pending,Morgan Stanley,BATS,Trader C,Pending,No,64.45,128.89,64640.03,Pending,DE,Escalated,Bloomberg,1.17,0.9618,63461.01,3222.33,Variation,Failed
TID00158,OID00158,CID1461,US815607195,NFLX,Sell,560,626.13,350632.8,EUR,2/24/2024,2/26/2024,Settled,JPMorgan,NASDAQ,Trader D,Completed,No,350.63,701.27,351684.7,Confirmed,US,Reviewed,ICE,1.84,0.8598,352855.82,17531.64,Initial,Failed
TID00159,OID00159,CID9511,US840181830,TSLA,Buy,423,1426.82,603544.86,USD,4/17/2024,4/19/2024,Pending,Morgan Stanley,NYSE,Trader D,Failed,No,603.54,1207.09,605355.49,Settled,DE,Clean,Reuters,3.83,0.9947,604958.77,30177.24,Initial,Failed
TID00160,OID00160,CID9392,US239128843,TSLA,Buy,162,373.99,60586.38,GBP,2/20/2024,2/22/2024,Failed,Goldman Sachs,IEX,Trader D,Completed,No,60.59,121.17,60768.14,Pending,US,Clean,Bloomberg,2.71,0.8765,61343.74,3029.32,Initial,Failed
TID00161,OID00161,CID9837,US429169637,TSLA,Buy,64,431.89,27640.96,EUR,2/25/2024,2/27/2024,Settled,Morgan Stanley,NASDAQ,Trader C,Failed,Yes,27.64,55.28,27723.88,Settled,UK,Manual Check,Bloomberg,1.87,1.1999,27802.12,1382.05,Variation,Failed
TID00162,OID00162,CID1101,US832593540,NVDA,Buy,465,1256.5,584272.5,EUR,1/21/2024,1/23/2024,Settled,Citibank,NASDAQ,Trader A,Pending,No,584.27,1168.55,586025.32,Failed,DE,Manual Check,ICE,2.11,0.8945,594328.12,29213.62,Variation,Satisfied
TID00163,OID00163,CID3467,US221496442,NVDA,Sell,718,343.72,246790.96,EUR,2/4/2024,2/6/2024,Failed,Morgan Stanley,IEX,Trader B,Pending,Yes,246.79,493.58,247531.33,Settled,US,Reviewed,Bloomberg,1.69,0.9948,248612.14,12339.55,Variation,Pending
TID00164,OID00164,CID6699,US473404630,NFLX,Buy,544,285.23,155165.12,USD,4/17/2024,4/19/2024,Pending,Morgan Stanley,BATS,Trader C,Pending,Yes,155.17,310.33,155630.62,Confirmed,DE,Manual Check,Bloomberg,4.92,0.8964,153960.66,7758.26,Initial,Satisfied
TID00165,OID00165,CID6653,US152934355,ADBE,Sell,515,402.88,207483.2,USD,2/1/2024,2/3/2024,Settled,JPMorgan,NASDAQ,Trader A,Completed,No,207.48,414.97,208105.65,Pending,US,Escalated,Bloomberg,4.1,1.1608,203902.07,10374.16,Variation,Failed
TID00166,OID00166,CID5106,US692574842,ADBE,Sell,793,812.84,644582.12,GBP,1/16/2024,1/18/2024,Settled,Morgan Stanley,NASDAQ,Trader C,Pending,Yes,644.58,1289.16,646515.87,Confirmed,US,Escalated,Reuters,2.46,1.1798,648945.84,32229.11,Variation,Satisfied
TID00167,OID00167,CID2450,US751609554,BABA,Buy,105,1359.63,142761.15,EUR,4/8/2024,4/10/2024,Failed,Goldman Sachs,NASDAQ,Trader D,Completed,No,142.76,285.52,143189.43,Failed,DE,Manual Check,Reuters,0.93,0.9643,140900.55,7138.06,Variation,Satisfied
TID00168,OID00168,CID9385,US421725107,AMZN,Buy,863,461.06,397894.78,GBP,4/15/2024,4/17/2024,Confirmed,Goldman Sachs,IEX,Trader B,Pending,No,397.89,795.79,399088.46,Pending,UK,Reviewed,ICE,1.38,0.8731,396119.32,19894.74,Initial,Failed
TID00169,OID00169,CID3536,US474152465,ADBE,Sell,898,1337.97,1201497.06,GBP,2/4/2024,2/6/2024,Pending,Morgan Stanley,IEX,Trader C,Pending,Yes,1201.5,2402.99,1205101.55,Pending,DE,Reviewed,Bloomberg,3.12,1.0481,1203933.46,60074.85,Initial,Failed
TID00170,OID00170,CID6682,US117728129,ADBE,Buy,844,1317.02,1111564.88,EUR,3/10/2024,3/12/2024,Failed,Goldman Sachs,IEX,Trader D,Failed,Yes,1111.56,2223.13,1114899.57,Pending,UK,Clean,Bloomberg,2.16,0.8549,1114153.87,55578.24,Variation,Failed
TID00171,OID00171,CID6572,US351154801,AMZN,Buy,655,1288.51,843974.05,USD,1/28/2024,1/30/2024,Failed,Goldman Sachs,NYSE,Trader C,Completed,Yes,843.97,1687.95,846505.97,Pending,US,Reviewed,Bloomberg,0.78,0.9317,840047.94,42198.7,Initial,Satisfied
TID00172,OID00172,CID1816,US782184971,NVDA,Buy,149,712.97,106232.53,EUR,4/8/2024,4/10/2024,Pending,Morgan Stanley,BATS,Trader B,Pending,Yes,106.23,212.47,106551.23,Settled,UK,Clean,ICE,1.03,0.8679,108002.45,5311.63,Variation,Failed
TID00173,OID00173,CID6675,US326988196,META,Sell,562,1246.69,700639.78,EUR,1/22/2024,1/24/2024,Settled,Morgan Stanley,NASDAQ,Trader D,Pending,Yes,700.64,1401.28,702741.7,Settled,UK,Reviewed,Bloomberg,3.19,0.8307,704179.01,35031.99,Initial,Pending
TID00174,OID00174,CID4613,US495114423,META,Sell,489,1396.85,683059.65,EUR,1/11/2024,1/13/2024,Pending,Morgan Stanley,IEX,Trader D,Pending,No,683.06,1366.12,685108.83,Pending,DE,Reviewed,Reuters,4.16,0.8516,684580.51,34152.98,Variation,Pending
TID00175,OID00175,CID8158,US640029417,NFLX,Sell,540,1401.46,756788.4,USD,1/17/2024,1/19/2024,Confirmed,Citibank,NASDAQ,Trader C,Completed,No,756.79,1513.58,759058.77,Failed,DE,Escalated,Bloomberg,3.5,0.8252,768803.27,37839.42,Variation,Pending
TID00176,OID00176,CID3741,US168111475,AAPL,Buy,456,695.14,316983.84,USD,3/20/2024,3/22/2024,Settled,Morgan Stanley,NASDAQ,Trader B,Completed,No,316.98,633.97,317934.79,Confirmed,DE,Manual Check,Reuters,1.61,1.1691,322386.07,15849.19,Initial,Failed
TID00177,OID00177,CID5213,US327952717,AAPL,Buy,774,866.06,670330.44,USD,4/7/2024,4/9/2024,Pending,Morgan Stanley,BATS,Trader A,Completed,Yes,670.33,1340.66,672341.43,Failed,DE,Reviewed,Reuters,0.91,1.1906,658482.45,33516.52,Initial,Failed
TID00178,OID00178,CID1347,US610716003,ADBE,Buy,967,303.53,293513.51,EUR,1/15/2024,1/17/2024,Pending,JPMorgan,IEX,Trader D,Failed,No,293.51,587.03,294394.05,Confirmed,DE,Reviewed,Reuters,4.52,0.993,291213.32,14675.68,Variation,Failed
TID00179,OID00179,CID9530,US588589324,GOOGL,Sell,285,113.39,32316.15,GBP,1/24/2024,1/26/2024,Failed,Citibank,NASDAQ,Trader D,Failed,No,32.32,64.63,32413.1,Pending,UK,Reviewed,Reuters,0.58,1.0087,32183.38,1615.81,Initial,Pending
TID00180,OID00180,CID5952,US501620010,TSLA,Sell,941,1274.75,1199539.75,USD,4/29/2024,5/1/2024,Settled,Citibank,BATS,Trader A,Pending,Yes,1199.54,2399.08,1203138.37,Settled,UK,Reviewed,ICE,0.21,1.1602,1177583.9,59976.99,Initial,Satisfied
TID00181,OID00181,CID1409,US694526427,META,Sell,358,1170.74,419124.92,USD,2/15/2024,2/17/2024,Settled,Citibank,NASDAQ,Trader A,Failed,Yes,419.12,838.25,420382.29,Settled,US,Manual Check,Reuters,3.74,1.1108,422637.55,20956.25,Variation,Failed
TID00182,OID00182,CID2310,US175968059,ADBE,Buy,652,994.69,648537.88,USD,3/7/2024,3/9/2024,Pending,Morgan Stanley,NYSE,Trader C,Pending,No,648.54,1297.08,650483.49,Confirmed,US,Clean,ICE,3.15,0.914,649264.09,32426.89,Initial,Failed
TID00183,OID00183,CID6407,US770637515,BABA,Buy,827,336.82,278550.14,USD,4/1/2024,4/3/2024,Failed,JPMorgan,NYSE,Trader A,Failed,No,278.55,557.1,279385.79,Confirmed,DE,Escalated,Bloomberg,2.7,0.9922,277734.99,13927.51,Initial,Pending
TID00184,OID00184,CID4902,US938699428,NFLX,Buy,566,632.2,357825.2,USD,4/12/2024,4/14/2024,Failed,Morgan Stanley,IEX,Trader D,Pending,No,357.83,715.65,358898.68,Failed,UK,Clean,Reuters,3.71,1.1393,354510.59,17891.26,Variation,Failed
TID00185,OID00185,CID7854,US583013701,META,Sell,658,764.2,502843.6,GBP,4/14/2024,4/16/2024,Confirmed,Citibank,IEX,Trader C,Failed,Yes,502.84,1005.69,504352.13,Pending,DE,Clean,Bloomberg,1.64,0.8812,502602.47,25142.18,Initial,Satisfied
TID00186,OID00186,CID6433,US464517856,GOOGL,Sell,90,577.69,51992.1,GBP,3/21/2024,3/23/2024,Failed,Morgan Stanley,NYSE,Trader B,Pending,No,51.99,103.98,52148.08,Failed,US,Manual Check,Reuters,2.53,1.0378,51909.69,2599.61,Variation,Pending
TID00187,OID00187,CID5894,US383384026,GOOGL,Buy,911,1460.78,1330770.58,USD,4/9/2024,4/11/2024,Pending,Citibank,NYSE,Trader A,Pending,No,1330.77,2661.54,1334762.89,Settled,DE,Clean,Bloomberg,2.16,0.9376,1350424.22,66538.53,Initial,Pending
